t,u,v,w,VT,phi,theta,psi,XE,YE,ZE,elevR,elevL,flapR,flapL,canard,rudder,alpha,beta
47.815,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44595.904,3107.163,-22006.384,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
47.825,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44605.227,3107.379,-22006.686,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
47.835,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44614.549,3107.595,-22006.989,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
47.845,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44623.872,3107.812,-22007.291,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
47.855,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44633.194,3108.028,-22007.593,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
47.865,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44642.517,3108.244,-22007.895,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
47.875,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44651.840,3108.460,-22008.198,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
47.885,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44661.162,3108.677,-22008.500,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
47.895,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44670.485,3108.893,-22008.802,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
47.905,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44679.807,3109.109,-22009.104,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
47.915,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44689.130,3109.325,-22009.407,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
47.925,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44698.453,3109.542,-22009.709,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
47.935,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44707.775,3109.758,-22010.011,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
47.945,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44717.098,3109.974,-22010.313,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
47.955,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44726.420,3110.190,-22010.616,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
47.965,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44735.743,3110.406,-22010.918,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
47.975,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44745.066,3110.623,-22011.220,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
47.985,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44754.388,3110.839,-22011.522,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
47.995,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44763.711,3111.055,-22011.824,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
48.005,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44773.033,3111.271,-22012.127,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
48.015,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44782.356,3111.488,-22012.429,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
48.025,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44791.678,3111.704,-22012.731,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
48.035,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44801.001,3111.920,-22013.033,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
48.045,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44810.324,3112.136,-22013.336,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
48.055,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44819.646,3112.353,-22013.638,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
48.065,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44828.969,3112.569,-22013.940,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
48.075,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44838.291,3112.785,-22014.242,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
48.085,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44847.614,3113.001,-22014.545,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
48.095,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44856.937,3113.218,-22014.847,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
48.105,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44866.259,3113.434,-22015.149,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
48.115,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44875.582,3113.650,-22015.451,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
48.125,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44884.904,3113.866,-22015.754,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
48.135,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44894.227,3114.082,-22016.056,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
48.145,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44903.550,3114.299,-22016.358,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
48.155,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44912.872,3114.515,-22016.660,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
48.165,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44922.195,3114.731,-22016.962,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
48.175,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44931.517,3114.947,-22017.265,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
48.185,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44940.840,3115.164,-22017.567,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
48.195,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44950.163,3115.380,-22017.869,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
48.205,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44959.485,3115.596,-22018.171,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
48.215,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44968.808,3115.812,-22018.474,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
48.225,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44978.130,3116.029,-22018.776,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
48.235,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44987.453,3116.245,-22019.078,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
48.245,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,44996.776,3116.461,-22019.380,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
48.255,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,45006.098,3116.677,-22019.683,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
48.265,932.510,0.000,30.224,933.000,-0.000,0.000,0.023,45015.421,3116.894,-22019.985,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000
